family,dimension,source,item_seq,expert_mean_score
QGval,Answerability,Human,31,5.0
QGval,Answerability,Human,32,5.0
QGval,Answerability,Human,33,5.0
QGval,Answerability,Human,34,5.0
QGval,Answerability,Human,35,5.0
QGval,Answerability,Human,36,5.0
QGval,Answerability,Human,37,5.0
QGval,Answerability,Human,38,5.0
QGval,Answerability,Human,39,5.0
QGval,Answerability,Human,40,5.0
QGval,Answerability,Human,41,5.0
QGval,Answerability,Human,42,5.0
QGval,Answerability,Human,43,5.0
QGval,Answerability,Human,44,5.0
QGval,Answerability,Human,45,5.0
QGval,Answerability,Human,46,5.0
QGval,Answerability,Human,47,5.0
QGval,Answerability,Human,48,5.0
QGval,Answerability,Human,49,5.0
QGval,Answerability,Human,50,5.0
QGval,Answerability,Human,51,5.0
QGval,Answerability,Human,52,5.0
QGval,Answerability,Human,53,5.0
QGval,Answerability,Human,54,5.0
QGval,Answerability,Human,55,5.0
QGval,Answerability,Human,56,5.0
QGval,Answerability,Human,57,5.0
QGval,Answerability,Human,58,5.0
QGval,Answerability,Human,59,5.0
QGval,Answerability,Human,60,5.0
QGval,Answerability,Human,61,5.0
QGval,Answerability,Human,62,5.0
QGval,Answerability,Human,63,5.0
QGval,Answerability,Human,64,5.0
QGval,Answerability,Human,65,5.0
QGval,Answerability,Human,66,5.0
QGval,Answerability,Human,67,5.0
QGval,Answerability,Human,68,5.0
QGval,Answerability,Human,69,5.0
QGval,Answerability,Human,70,5.0
QGval,Answerability,MAS,1,5.0
QGval,Answerability,MAS,2,5.0
QGval,Answerability,MAS,3,5.0
QGval,Answerability,MAS,4,5.0
QGval,Answerability,MAS,5,5.0
QGval,Answerability,MAS,6,5.0
QGval,Answerability,MAS,7,5.0
QGval,Answerability,MAS,8,5.0
QGval,Answerability,MAS,9,5.0
QGval,Answerability,MAS,10,5.0
QGval,Answerability,MAS,11,5.0
QGval,Answerability,MAS,12,5.0
QGval,Answerability,MAS,13,5.0
QGval,Answerability,MAS,14,5.0
QGval,Answerability,MAS,15,5.0
QGval,Answerability,MAS,16,5.0
QGval,Answerability,MAS,17,5.0
QGval,Answerability,MAS,18,5.0
QGval,Answerability,MAS,19,5.0
QGval,Answerability,MAS,20,5.0
QGval,Answerability,MAS,21,5.0
QGval,Answerability,MAS,22,5.0
QGval,Answerability,MAS,23,5.0
QGval,Answerability,MAS,24,5.0
QGval,Answerability,MAS,25,5.0
QGval,Answerability,MAS,26,5.0
QGval,Answerability,MAS,27,5.0
QGval,Answerability,MAS,28,5.0
QGval,Answerability,MAS,29,5.0
QGval,Answerability,MAS,30,5.0
QGval,Answerability,MAS,31,5.0
QGval,Answerability,MAS,32,5.0
QGval,Answerability,MAS,33,5.0
QGval,Answerability,MAS,34,5.0
QGval,Answerability,MAS,35,5.0
QGval,Answerability,MAS,36,5.0
QGval,Answerability,MAS,37,5.0
QGval,Answerability,MAS,38,5.0
QGval,Answerability,MAS,39,5.0
QGval,Answerability,MAS,40,5.0
QGval,Answerability,MAS,41,5.0
QGval,Answerability,MAS,42,5.0
QGval,Answerability,MAS,43,5.0
QGval,Answerability,MAS,44,5.0
QGval,Answerability,MAS,45,5.0
QGval,Answerability,MAS,46,5.0
QGval,Answerability,MAS,47,5.0
QGval,Answerability,MAS,48,5.0
QGval,Answerability,MAS,49,5.0
QGval,Answerability,MAS,50,5.0
QGval,Answerability,MAS,51,5.0
QGval,Answerability,MAS,52,5.0
QGval,Answerability,MAS,53,5.0
QGval,Answerability,MAS,54,5.0
QGval,Answerability,MAS,55,5.0
QGval,Answerability,MAS,56,5.0
QGval,Answerability,MAS,57,5.0
QGval,Answerability,MAS,58,5.0
QGval,Answerability,MAS,59,5.0
QGval,Answerability,MAS,60,5.0
QGval,Answerability,MAS,61,5.0
QGval,Answerability,MAS,62,5.0
QGval,Answerability,MAS,63,5.0
QGval,Answerability,MAS,64,5.0
QGval,Answerability,MAS,65,5.0
QGval,Answerability,MAS,66,5.0
QGval,Answerability,MAS,67,5.0
QGval,Answerability,MAS,68,5.0
QGval,Answerability,MAS,69,5.0
QGval,Answerability,MAS,70,5.0
QGval,Answer consistency,Human,1,5.0
QGval,Answer consistency,Human,2,5.0
QGval,Answer consistency,Human,3,5.0
QGval,Answer consistency,Human,4,5.0
QGval,Answer consistency,Human,5,5.0
QGval,Answer consistency,Human,6,4.333333333333333
QGval,Answer consistency,Human,7,5.0
QGval,Answer consistency,Human,8,4.666666666666667
QGval,Answer consistency,Human,9,5.0
QGval,Answer consistency,Human,10,5.0
QGval,Answer consistency,Human,11,5.0
QGval,Answer consistency,Human,12,5.0
QGval,Answer consistency,Human,13,4.333333333333333
QGval,Answer consistency,Human,14,5.0
QGval,Answer consistency,Human,15,5.0
QGval,Answer consistency,Human,16,5.0
QGval,Answer consistency,Human,17,5.0
QGval,Answer consistency,Human,18,5.0
QGval,Answer consistency,Human,19,5.0
QGval,Answer consistency,Human,20,5.0
QGval,Answer consistency,Human,21,4.333333333333333
QGval,Answer consistency,Human,22,5.0
QGval,Answer consistency,Human,23,4.333333333333333
QGval,Answer consistency,Human,24,4.333333333333333
QGval,Answer consistency,Human,25,5.0
QGval,Answer consistency,Human,26,5.0
QGval,Answer consistency,Human,27,4.333333333333333
QGval,Answer consistency,Human,28,5.0
QGval,Answer consistency,Human,29,4.333333333333333
QGval,Answer consistency,Human,30,5.0
QGval,Answer consistency,Human,31,5.0
QGval,Answer consistency,Human,32,5.0
QGval,Answer consistency,Human,33,5.0
QGval,Answer consistency,Human,34,5.0
QGval,Answer consistency,Human,35,5.0
QGval,Answer consistency,Human,36,5.0
QGval,Answer consistency,Human,37,5.0
QGval,Answer consistency,Human,38,5.0
QGval,Answer consistency,Human,39,5.0
QGval,Answer consistency,Human,40,4.333333333333333
QGval,Answer consistency,Human,41,5.0
QGval,Answer consistency,Human,42,5.0
QGval,Answer consistency,Human,43,5.0
QGval,Answer consistency,Human,44,5.0
QGval,Answer consistency,Human,45,5.0
QGval,Answer consistency,Human,46,5.0
QGval,Answer consistency,Human,47,4.666666666666667
QGval,Answer consistency,Human,48,5.0
QGval,Answer consistency,Human,49,4.666666666666667
QGval,Answer consistency,Human,50,5.0
QGval,Answer consistency,Human,51,5.0
QGval,Answer consistency,Human,52,5.0
QGval,Answer consistency,Human,53,5.0
QGval,Answer consistency,Human,54,5.0
QGval,Answer consistency,Human,55,5.0
QGval,Answer consistency,Human,56,5.0
QGval,Answer consistency,Human,57,5.0
QGval,Answer consistency,Human,58,5.0
QGval,Answer consistency,Human,59,5.0
QGval,Answer consistency,Human,60,5.0
QGval,Answer consistency,Human,61,5.0
QGval,Answer consistency,Human,62,5.0
QGval,Answer consistency,Human,63,5.0
QGval,Answer consistency,Human,64,5.0
QGval,Answer consistency,Human,65,4.666666666666667
QGval,Answer consistency,Human,66,5.0
QGval,Answer consistency,Human,67,5.0
QGval,Answer consistency,Human,68,4.666666666666667
QGval,Answer consistency,Human,69,4.666666666666667
QGval,Answer consistency,Human,70,4.666666666666667
QGval,Answer consistency,MAS,1,5.0
QGval,Answer consistency,MAS,2,5.0
QGval,Answer consistency,MAS,3,5.0
QGval,Answer consistency,MAS,4,5.0
QGval,Answer consistency,MAS,5,5.0
QGval,Answer consistency,MAS,6,5.0
QGval,Answer consistency,MAS,7,5.0
QGval,Answer consistency,MAS,8,5.0
QGval,Answer consistency,MAS,9,5.0
QGval,Answer consistency,MAS,10,5.0
QGval,Answer consistency,MAS,11,5.0
QGval,Answer consistency,MAS,12,5.0
QGval,Answer consistency,MAS,13,5.0
QGval,Answer consistency,MAS,14,5.0
QGval,Answer consistency,MAS,15,5.0
QGval,Answer consistency,MAS,16,5.0
QGval,Answer consistency,MAS,17,5.0
QGval,Answer consistency,MAS,18,5.0
QGval,Answer consistency,MAS,19,5.0
QGval,Answer consistency,MAS,20,5.0
QGval,Answer consistency,MAS,21,5.0
QGval,Answer consistency,MAS,22,5.0
QGval,Answer consistency,MAS,23,5.0
QGval,Answer consistency,MAS,24,5.0
QGval,Answer consistency,MAS,25,5.0
QGval,Answer consistency,MAS,26,5.0
QGval,Answer consistency,MAS,27,5.0
QGval,Answer consistency,MAS,28,5.0
QGval,Answer consistency,MAS,29,4.333333333333333
QGval,Answer consistency,MAS,30,5.0
QGval,Answer consistency,MAS,31,4.666666666666667
QGval,Answer consistency,MAS,32,5.0
QGval,Answer consistency,MAS,33,5.0
QGval,Answer consistency,MAS,34,5.0
QGval,Answer consistency,MAS,35,5.0
QGval,Answer consistency,MAS,36,5.0
QGval,Answer consistency,MAS,37,5.0
QGval,Answer consistency,MAS,38,5.0
QGval,Answer consistency,MAS,39,5.0
QGval,Answer consistency,MAS,40,5.0
QGval,Answer consistency,MAS,41,5.0
QGval,Answer consistency,MAS,42,5.0
QGval,Answer consistency,MAS,43,5.0
QGval,Answer consistency,MAS,44,5.0
QGval,Answer consistency,MAS,45,5.0
QGval,Answer consistency,MAS,46,5.0
QGval,Answer consistency,MAS,47,5.0
QGval,Answer consistency,MAS,48,5.0
QGval,Answer consistency,MAS,49,5.0
QGval,Answer consistency,MAS,50,5.0
QGval,Answer consistency,MAS,51,5.0
QGval,Answer consistency,MAS,52,5.0
QGval,Answer consistency,MAS,53,5.0
QGval,Answer consistency,MAS,54,5.0
QGval,Answer consistency,MAS,55,5.0
QGval,Answer consistency,MAS,56,5.0
QGval,Answer consistency,MAS,57,3.0
QGval,Answer consistency,MAS,58,4.666666666666667
QGval,Answer consistency,MAS,59,5.0
QGval,Answer consistency,MAS,60,4.666666666666667
QGval,Answer consistency,MAS,61,5.0
QGval,Answer consistency,MAS,62,5.0
QGval,Answer consistency,MAS,63,5.0
QGval,Answer consistency,MAS,64,5.0
QGval,Answer consistency,MAS,65,5.0
QGval,Answer consistency,MAS,66,5.0
QGval,Answer consistency,MAS,67,5.0
QGval,Answer consistency,MAS,68,5.0
QGval,Answer consistency,MAS,69,5.0
QGval,Answer consistency,MAS,70,5.0
ULM,Fluency,Human,1,4.666666666666667
ULM,Fluency,Human,2,5.0
ULM,Fluency,Human,3,5.0
ULM,Fluency,Human,4,5.0
ULM,Fluency,Human,5,5.0
ULM,Fluency,Human,6,5.0
ULM,Fluency,Human,7,5.0
ULM,Fluency,Human,8,4.0
ULM,Fluency,Human,9,5.0
ULM,Fluency,Human,10,5.0
ULM,Fluency,Human,11,5.0
ULM,Fluency,Human,12,5.0
ULM,Fluency,Human,13,5.0
ULM,Fluency,Human,14,5.0
ULM,Fluency,Human,15,5.0
ULM,Fluency,Human,16,5.0
ULM,Fluency,Human,17,4.666666666666667
ULM,Fluency,Human,18,5.0
ULM,Fluency,Human,19,5.0
ULM,Fluency,Human,20,5.0
ULM,Fluency,Human,21,5.0
ULM,Fluency,Human,22,5.0
ULM,Fluency,Human,23,5.0
ULM,Fluency,Human,24,5.0
ULM,Fluency,Human,25,5.0
ULM,Fluency,Human,26,5.0
ULM,Fluency,Human,27,5.0
ULM,Fluency,Human,28,5.0
ULM,Fluency,Human,29,4.666666666666667
ULM,Fluency,Human,30,5.0
ULM,Fluency,Human,31,5.0
ULM,Fluency,Human,32,5.0
ULM,Fluency,Human,33,5.0
ULM,Fluency,Human,34,5.0
ULM,Fluency,Human,35,5.0
ULM,Fluency,Human,36,5.0
ULM,Fluency,Human,37,5.0
ULM,Fluency,Human,38,5.0
ULM,Fluency,Human,39,5.0
ULM,Fluency,Human,40,5.0
ULM,Fluency,Human,41,5.0
ULM,Fluency,Human,42,5.0
ULM,Fluency,Human,43,5.0
ULM,Fluency,Human,44,5.0
ULM,Fluency,Human,45,5.0
ULM,Fluency,Human,46,5.0
ULM,Fluency,Human,47,5.0
ULM,Fluency,Human,48,5.0
ULM,Fluency,Human,49,5.0
ULM,Fluency,Human,50,5.0
ULM,Fluency,Human,51,5.0
ULM,Fluency,Human,52,5.0
ULM,Fluency,Human,53,5.0
ULM,Fluency,Human,54,4.333333333333333
ULM,Fluency,Human,55,5.0
ULM,Fluency,Human,56,4.666666666666667
ULM,Fluency,Human,57,5.0
ULM,Fluency,Human,58,4.666666666666667
ULM,Fluency,Human,59,5.0
ULM,Fluency,Human,60,5.0
ULM,Fluency,Human,61,5.0
ULM,Fluency,Human,62,5.0
ULM,Fluency,Human,63,5.0
ULM,Fluency,Human,64,4.666666666666667
ULM,Fluency,Human,65,5.0
ULM,Fluency,Human,66,5.0
ULM,Fluency,Human,67,5.0
ULM,Fluency,Human,68,5.0
ULM,Fluency,Human,69,4.666666666666667
ULM,Fluency,Human,70,5.0
ULM,Fluency,MAS,1,5.0
ULM,Fluency,MAS,2,5.0
ULM,Fluency,MAS,3,5.0
ULM,Fluency,MAS,4,5.0
ULM,Fluency,MAS,5,5.0
ULM,Fluency,MAS,6,5.0
ULM,Fluency,MAS,7,5.0
ULM,Fluency,MAS,8,5.0
ULM,Fluency,MAS,9,4.666666666666667
ULM,Fluency,MAS,10,5.0
ULM,Fluency,MAS,11,5.0
ULM,Fluency,MAS,12,5.0
ULM,Fluency,MAS,13,5.0
ULM,Fluency,MAS,14,5.0
ULM,Fluency,MAS,15,5.0
ULM,Fluency,MAS,16,5.0
ULM,Fluency,MAS,17,4.666666666666667
ULM,Fluency,MAS,18,5.0
ULM,Fluency,MAS,19,5.0
ULM,Fluency,MAS,20,5.0
ULM,Fluency,MAS,21,5.0
ULM,Fluency,MAS,22,5.0
ULM,Fluency,MAS,23,5.0
ULM,Fluency,MAS,24,5.0
ULM,Fluency,MAS,25,5.0
ULM,Fluency,MAS,26,5.0
ULM,Fluency,MAS,27,5.0
ULM,Fluency,MAS,28,4.666666666666667
ULM,Fluency,MAS,29,5.0
ULM,Fluency,MAS,30,5.0
ULM,Fluency,MAS,31,5.0
ULM,Fluency,MAS,32,5.0
ULM,Fluency,MAS,33,5.0
ULM,Fluency,MAS,34,5.0
ULM,Fluency,MAS,35,5.0
ULM,Fluency,MAS,36,5.0
ULM,Fluency,MAS,37,4.333333333333333
ULM,Fluency,MAS,38,4.333333333333333
ULM,Fluency,MAS,39,4.333333333333333
ULM,Fluency,MAS,40,5.0
ULM,Fluency,MAS,41,5.0
ULM,Fluency,MAS,42,5.0
ULM,Fluency,MAS,43,5.0
ULM,Fluency,MAS,44,5.0
ULM,Fluency,MAS,45,5.0
ULM,Fluency,MAS,46,4.333333333333333
ULM,Fluency,MAS,47,5.0
ULM,Fluency,MAS,48,5.0
ULM,Fluency,MAS,49,5.0
ULM,Fluency,MAS,50,5.0
ULM,Fluency,MAS,51,5.0
ULM,Fluency,MAS,52,5.0
ULM,Fluency,MAS,53,5.0
ULM,Fluency,MAS,54,5.0
ULM,Fluency,MAS,55,4.666666666666667
ULM,Fluency,MAS,56,5.0
ULM,Fluency,MAS,57,4.666666666666667
ULM,Fluency,MAS,58,5.0
ULM,Fluency,MAS,59,4.666666666666667
ULM,Fluency,MAS,60,4.666666666666667
ULM,Fluency,MAS,61,4.666666666666667
ULM,Fluency,MAS,62,4.666666666666667
ULM,Fluency,MAS,63,4.666666666666667
ULM,Fluency,MAS,64,4.666666666666667
ULM,Fluency,MAS,65,5.0
ULM,Fluency,MAS,66,5.0
ULM,Fluency,MAS,67,5.0
ULM,Fluency,MAS,68,5.0
ULM,Fluency,MAS,69,5.0
ULM,Fluency,MAS,70,5.0
ULM,Exclusiveness,Human,1,5.0
ULM,Exclusiveness,Human,2,4.333333333333333
ULM,Exclusiveness,Human,3,5.0
ULM,Exclusiveness,Human,4,5.0
ULM,Exclusiveness,Human,5,5.0
ULM,Exclusiveness,Human,6,4.333333333333333
ULM,Exclusiveness,Human,7,5.0
ULM,Exclusiveness,Human,8,3.6666666666666665
ULM,Exclusiveness,Human,9,5.0
ULM,Exclusiveness,Human,10,5.0
ULM,Exclusiveness,Human,11,5.0
ULM,Exclusiveness,Human,12,4.666666666666667
ULM,Exclusiveness,Human,13,5.0
ULM,Exclusiveness,Human,14,5.0
ULM,Exclusiveness,Human,15,5.0
ULM,Exclusiveness,Human,16,5.0
ULM,Exclusiveness,Human,17,5.0
ULM,Exclusiveness,Human,18,5.0
ULM,Exclusiveness,Human,19,5.0
ULM,Exclusiveness,Human,20,5.0
ULM,Exclusiveness,Human,21,5.0
ULM,Exclusiveness,Human,22,5.0
ULM,Exclusiveness,Human,23,5.0
ULM,Exclusiveness,Human,24,5.0
ULM,Exclusiveness,Human,25,5.0
ULM,Exclusiveness,Human,26,5.0
ULM,Exclusiveness,Human,27,5.0
ULM,Exclusiveness,Human,28,5.0
ULM,Exclusiveness,Human,29,4.333333333333333
ULM,Exclusiveness,Human,30,5.0
ULM,Exclusiveness,Human,31,5.0
ULM,Exclusiveness,Human,32,5.0
ULM,Exclusiveness,Human,33,5.0
ULM,Exclusiveness,Human,34,5.0
ULM,Exclusiveness,Human,35,5.0
ULM,Exclusiveness,Human,36,5.0
ULM,Exclusiveness,Human,37,5.0
ULM,Exclusiveness,Human,38,5.0
ULM,Exclusiveness,Human,39,5.0
ULM,Exclusiveness,Human,40,5.0
ULM,Exclusiveness,Human,41,5.0
ULM,Exclusiveness,Human,42,5.0
ULM,Exclusiveness,Human,43,5.0
ULM,Exclusiveness,Human,44,5.0
ULM,Exclusiveness,Human,45,5.0
ULM,Exclusiveness,Human,46,5.0
ULM,Exclusiveness,Human,47,4.0
ULM,Exclusiveness,Human,48,4.333333333333333
ULM,Exclusiveness,Human,49,4.666666666666667
ULM,Exclusiveness,Human,50,5.0
ULM,Exclusiveness,Human,51,5.0
ULM,Exclusiveness,Human,52,5.0
ULM,Exclusiveness,Human,53,5.0
ULM,Exclusiveness,Human,54,5.0
ULM,Exclusiveness,Human,55,5.0
ULM,Exclusiveness,Human,56,5.0
ULM,Exclusiveness,Human,57,5.0
ULM,Exclusiveness,Human,58,5.0
ULM,Exclusiveness,Human,59,5.0
ULM,Exclusiveness,Human,60,5.0
ULM,Exclusiveness,Human,61,5.0
ULM,Exclusiveness,Human,62,5.0
ULM,Exclusiveness,Human,63,5.0
ULM,Exclusiveness,Human,64,5.0
ULM,Exclusiveness,Human,65,5.0
ULM,Exclusiveness,Human,66,5.0
ULM,Exclusiveness,Human,67,5.0
ULM,Exclusiveness,Human,68,5.0
ULM,Exclusiveness,Human,69,5.0
ULM,Exclusiveness,Human,70,5.0
ULM,Exclusiveness,MAS,1,5.0
ULM,Exclusiveness,MAS,2,5.0
ULM,Exclusiveness,MAS,3,5.0
ULM,Exclusiveness,MAS,4,4.333333333333333
ULM,Exclusiveness,MAS,5,5.0
ULM,Exclusiveness,MAS,6,5.0
ULM,Exclusiveness,MAS,7,4.333333333333333
ULM,Exclusiveness,MAS,8,5.0
ULM,Exclusiveness,MAS,9,5.0
ULM,Exclusiveness,MAS,10,5.0
ULM,Exclusiveness,MAS,11,5.0
ULM,Exclusiveness,MAS,12,5.0
ULM,Exclusiveness,MAS,13,5.0
ULM,Exclusiveness,MAS,14,5.0
ULM,Exclusiveness,MAS,15,5.0
ULM,Exclusiveness,MAS,16,5.0
ULM,Exclusiveness,MAS,17,5.0
ULM,Exclusiveness,MAS,18,4.333333333333333
ULM,Exclusiveness,MAS,19,4.333333333333333
ULM,Exclusiveness,MAS,20,5.0
ULM,Exclusiveness,MAS,21,4.333333333333333
ULM,Exclusiveness,MAS,22,4.333333333333333
ULM,Exclusiveness,MAS,23,5.0
ULM,Exclusiveness,MAS,24,5.0
ULM,Exclusiveness,MAS,25,4.333333333333333
ULM,Exclusiveness,MAS,26,5.0
ULM,Exclusiveness,MAS,27,5.0
ULM,Exclusiveness,MAS,28,5.0
ULM,Exclusiveness,MAS,29,5.0
ULM,Exclusiveness,MAS,30,5.0
ULM,Exclusiveness,MAS,31,5.0
ULM,Exclusiveness,MAS,32,5.0
ULM,Exclusiveness,MAS,33,5.0
ULM,Exclusiveness,MAS,34,5.0
ULM,Exclusiveness,MAS,35,5.0
ULM,Exclusiveness,MAS,36,5.0
ULM,Exclusiveness,MAS,37,5.0
ULM,Exclusiveness,MAS,38,5.0
ULM,Exclusiveness,MAS,39,5.0
ULM,Exclusiveness,MAS,40,5.0
ULM,Exclusiveness,MAS,41,5.0
ULM,Exclusiveness,MAS,42,5.0
ULM,Exclusiveness,MAS,43,5.0
ULM,Exclusiveness,MAS,44,5.0
ULM,Exclusiveness,MAS,45,5.0
ULM,Exclusiveness,MAS,46,4.333333333333333
ULM,Exclusiveness,MAS,47,5.0
ULM,Exclusiveness,MAS,48,5.0
ULM,Exclusiveness,MAS,49,5.0
ULM,Exclusiveness,MAS,50,5.0
ULM,Exclusiveness,MAS,51,5.0
ULM,Exclusiveness,MAS,52,5.0
ULM,Exclusiveness,MAS,53,5.0
ULM,Exclusiveness,MAS,54,4.666666666666667
ULM,Exclusiveness,MAS,55,5.0
ULM,Exclusiveness,MAS,56,4.666666666666667
ULM,Exclusiveness,MAS,57,4.666666666666667
ULM,Exclusiveness,MAS,58,4.666666666666667
ULM,Exclusiveness,MAS,59,4.666666666666667
ULM,Exclusiveness,MAS,60,4.666666666666667
ULM,Exclusiveness,MAS,61,4.666666666666667
ULM,Exclusiveness,MAS,62,4.666666666666667
ULM,Exclusiveness,MAS,63,4.666666666666667
ULM,Exclusiveness,MAS,64,4.666666666666667
ULM,Exclusiveness,MAS,65,5.0
ULM,Exclusiveness,MAS,66,5.0
ULM,Exclusiveness,MAS,67,5.0
ULM,Exclusiveness,MAS,68,5.0
ULM,Exclusiveness,MAS,69,5.0
ULM,Exclusiveness,MAS,70,5.0
ULM,Explicitness,Human,1,3.6666666666666665
ULM,Explicitness,Human,2,3.3333333333333335
ULM,Explicitness,Human,3,3.3333333333333335
ULM,Explicitness,Human,4,3.3333333333333335
ULM,Explicitness,Human,5,3.3333333333333335
ULM,Explicitness,Human,6,3.0
ULM,Explicitness,Human,7,3.3333333333333335
ULM,Explicitness,Human,8,3.3333333333333335
ULM,Explicitness,Human,9,3.6666666666666665
ULM,Explicitness,Human,10,3.3333333333333335
ULM,Explicitness,Human,11,3.3333333333333335
ULM,Explicitness,Human,12,3.3333333333333335
ULM,Explicitness,Human,13,3.3333333333333335
ULM,Explicitness,Human,14,3.3333333333333335
ULM,Explicitness,Human,15,3.3333333333333335
ULM,Explicitness,Human,16,3.3333333333333335
ULM,Explicitness,Human,17,3.3333333333333335
ULM,Explicitness,Human,18,3.3333333333333335
ULM,Explicitness,Human,19,3.3333333333333335
ULM,Explicitness,Human,20,3.3333333333333335
ULM,Explicitness,Human,21,3.3333333333333335
ULM,Explicitness,Human,22,3.3333333333333335
ULM,Explicitness,Human,23,3.3333333333333335
ULM,Explicitness,Human,24,3.3333333333333335
ULM,Explicitness,Human,25,3.0
ULM,Explicitness,Human,26,3.0
ULM,Explicitness,Human,27,3.3333333333333335
ULM,Explicitness,Human,28,3.3333333333333335
ULM,Explicitness,Human,29,3.0
ULM,Explicitness,Human,30,3.0
ULM,Explicitness,Human,31,3.0
ULM,Explicitness,Human,32,3.0
ULM,Explicitness,Human,33,3.0
ULM,Explicitness,Human,34,3.0
ULM,Explicitness,Human,35,3.0
ULM,Explicitness,Human,36,3.3333333333333335
ULM,Explicitness,Human,37,3.3333333333333335
ULM,Explicitness,Human,38,3.3333333333333335
ULM,Explicitness,Human,39,3.3333333333333335
ULM,Explicitness,Human,40,3.0
ULM,Explicitness,Human,41,3.0
ULM,Explicitness,Human,42,3.0
ULM,Explicitness,Human,43,3.3333333333333335
ULM,Explicitness,Human,44,3.3333333333333335
ULM,Explicitness,Human,45,3.3333333333333335
ULM,Explicitness,Human,46,3.3333333333333335
ULM,Explicitness,Human,47,2.6666666666666665
ULM,Explicitness,Human,48,3.3333333333333335
ULM,Explicitness,Human,49,2.6666666666666665
ULM,Explicitness,Human,50,3.0
ULM,Explicitness,Human,51,4.0
ULM,Explicitness,Human,52,3.6666666666666665
ULM,Explicitness,Human,53,3.6666666666666665
ULM,Explicitness,Human,54,3.6666666666666665
ULM,Explicitness,Human,55,3.6666666666666665
ULM,Explicitness,Human,56,3.6666666666666665
ULM,Explicitness,Human,57,3.6666666666666665
ULM,Explicitness,Human,58,3.6666666666666665
ULM,Explicitness,Human,59,3.6666666666666665
ULM,Explicitness,Human,60,3.6666666666666665
ULM,Explicitness,Human,61,3.6666666666666665
ULM,Explicitness,Human,62,3.6666666666666665
ULM,Explicitness,Human,63,3.6666666666666665
ULM,Explicitness,Human,64,3.6666666666666665
ULM,Explicitness,Human,65,3.6666666666666665
ULM,Explicitness,Human,66,3.6666666666666665
ULM,Explicitness,Human,67,3.6666666666666665
ULM,Explicitness,Human,68,3.3333333333333335
ULM,Explicitness,Human,69,3.3333333333333335
ULM,Explicitness,Human,70,3.3333333333333335
ULM,Explicitness,MAS,1,3.3333333333333335
ULM,Explicitness,MAS,2,3.3333333333333335
ULM,Explicitness,MAS,3,3.3333333333333335
ULM,Explicitness,MAS,4,3.3333333333333335
ULM,Explicitness,MAS,5,3.3333333333333335
ULM,Explicitness,MAS,6,3.3333333333333335
ULM,Explicitness,MAS,7,3.0
ULM,Explicitness,MAS,8,3.3333333333333335
ULM,Explicitness,MAS,9,3.3333333333333335
ULM,Explicitness,MAS,10,3.3333333333333335
ULM,Explicitness,MAS,11,3.3333333333333335
ULM,Explicitness,MAS,12,3.3333333333333335
ULM,Explicitness,MAS,13,3.0
ULM,Explicitness,MAS,14,3.3333333333333335
ULM,Explicitness,MAS,15,3.3333333333333335
ULM,Explicitness,MAS,16,3.0
ULM,Explicitness,MAS,17,3.3333333333333335
ULM,Explicitness,MAS,18,3.3333333333333335
ULM,Explicitness,MAS,19,3.3333333333333335
ULM,Explicitness,MAS,20,3.3333333333333335
ULM,Explicitness,MAS,21,3.3333333333333335
ULM,Explicitness,MAS,22,3.3333333333333335
ULM,Explicitness,MAS,23,3.3333333333333335
ULM,Explicitness,MAS,24,3.3333333333333335
ULM,Explicitness,MAS,25,3.3333333333333335
ULM,Explicitness,MAS,26,3.0
ULM,Explicitness,MAS,27,3.3333333333333335
ULM,Explicitness,MAS,28,2.6666666666666665
ULM,Explicitness,MAS,29,3.0
ULM,Explicitness,MAS,30,3.0
ULM,Explicitness,MAS,31,3.3333333333333335
ULM,Explicitness,MAS,32,3.3333333333333335
ULM,Explicitness,MAS,33,3.3333333333333335
ULM,Explicitness,MAS,34,3.0
ULM,Explicitness,MAS,35,3.0
ULM,Explicitness,MAS,36,3.0
ULM,Explicitness,MAS,37,3.3333333333333335
ULM,Explicitness,MAS,38,3.3333333333333335
ULM,Explicitness,MAS,39,3.3333333333333335
ULM,Explicitness,MAS,40,3.0
ULM,Explicitness,MAS,41,3.0
ULM,Explicitness,MAS,42,3.0
ULM,Explicitness,MAS,43,4.0
ULM,Explicitness,MAS,44,3.3333333333333335
ULM,Explicitness,MAS,45,3.0
ULM,Explicitness,MAS,46,3.3333333333333335
ULM,Explicitness,MAS,47,3.3333333333333335
ULM,Explicitness,MAS,48,3.3333333333333335
ULM,Explicitness,MAS,49,3.3333333333333335
ULM,Explicitness,MAS,50,3.0
ULM,Explicitness,MAS,51,3.6666666666666665
ULM,Explicitness,MAS,52,3.3333333333333335
ULM,Explicitness,MAS,53,3.3333333333333335
ULM,Explicitness,MAS,54,3.6666666666666665
ULM,Explicitness,MAS,55,3.3333333333333335
ULM,Explicitness,MAS,56,3.3333333333333335
ULM,Explicitness,MAS,57,3.6666666666666665
ULM,Explicitness,MAS,58,3.6666666666666665
ULM,Explicitness,MAS,59,3.6666666666666665
ULM,Explicitness,MAS,60,3.6666666666666665
ULM,Explicitness,MAS,61,3.3333333333333335
ULM,Explicitness,MAS,62,3.3333333333333335
ULM,Explicitness,MAS,63,3.3333333333333335
ULM,Explicitness,MAS,64,3.3333333333333335
ULM,Explicitness,MAS,65,3.3333333333333335
ULM,Explicitness,MAS,66,3.3333333333333335
