answer_key,answer_key_from_report,blueprint_cognitive_level,char_count,cognitive_level,difficulty,discrimination,flesch_reading_ease,fuzzywuzzy_ratio_max,has_vignette,header_item_type,item_id,item_type,llm_score_5_mean,llm_score_5_sd,llm_侧重性_mean,llm_公平性_mean,llm_反馈性_mean,llm_可解性_mean,llm_完整性_mean,llm_思维性_mean,llm_排他性_mean,llm_明确性_mean,llm_正确性_mean,llm_流畅性_mean,llm_目标性_mean,llm_答案解析专门评分_mean,llm_绝对性_mean,llm_综合性_mean,llm_迷惑性_mean,llm_防猜性_mean,machine_proxy_answer_validity_mean,machine_proxy_blueprint_relevance_mean,machine_proxy_cognitive_feedback_mean,machine_proxy_item_design_mean,machine_proxy_presentation_clarity_mean,machine_proxy_quality_score_mean,machine_proxy_quality_score_sd,n_machine_runs,n_responses,ngram_jaccard_max,paper,paper_item_no,qgeval_score_5_mean,qgeval_score_5_sd,qgeval_一致性_mean,qgeval_可回答性_mean,qgeval_流畅性_mean,qgeval_清晰度_mean,qgeval_相关性_mean,qgeval_答案一致性_mean,qgeval_简洁性_mean,screen_critical_defect_proxy,screen_major_defect_proxy,sentencebert_cosine_max,source_item_id,source_true,test_point,topic,question_text
A,A,analysis,39,reasoning,0.86,0.5270071436707404,35.60500000000002,,1,A3,H033,A3/A4,4.21875,0.0625,4.0,3.0,3.75,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6041666666666665,4.25,4.958333333333333,4.5125,0.05506729889333039,4,50,,P,33,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,,33,Human,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-前列腺癌的病理和临床分期,Tumors,"(1) 该患者的临床分期是
A. T₄期
B. T₁期
C. T₂a期
D. T₂b期
E. T₃期"
E,E,analysis,75,reasoning,0.42,0.4517187579772645,35.60500000000002,,0,A3,H034,A3/A4,4.21875,0.0625,4.0,3.0,3.75,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6041666666666665,4.25,4.958333333333333,4.5125,0.05506729889333039,4,50,,P,34,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,,33,Human,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-前列腺癌的病理和临床分期,Tumors,"(2) 此时应选择的最佳治疗方法是
A. 根治性前列腺切除术+内分泌治疗
B. 根治性前列腺切除术
C. 观察，对症处理
D. 双侧睾丸切除术
E. 药物去势+抗雄激素制剂"
D,D,analysis,50,reasoning,0.66,0.36784519056756965,-47.97999999999996,,1,A4,H035,A3/A4,4.234375,0.03125,4.0,3.0,3.75,5.0,5.0,3.25,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6875,4.25,4.958333333333333,4.529166666666667,0.04166666666666652,4,50,,P,35,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,,35,Human,泌尿系统（含男性生殖系统)-尿路感染-急性肾盂肾炎的诊断,Stones,"(1) 该患者最可能是
A. 感染
B. 肾结石合并泌尿系感染
C. 膀胱炎
D. 急性肾盂肾炎
E. 肾炎合并泌尿系感染"
E,E,analysis,80,reasoning,0.76,0.3081239476596333,-47.97999999999996,,1,A4,H036,A3/A4,4.234375,0.03125,4.0,3.0,3.75,5.0,5.0,3.25,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6875,4.25,4.958333333333333,4.529166666666667,0.04166666666666652,4,50,,P,36,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,,35,Human,泌尿系统（含男性生殖系统)-尿路感染-急性肾盂肾炎的诊断,Infection,"(2) 对该患者诊断的主要依据是
A. 突然寒战高热
B. 腰痛
C. 尿急、尿痛
D. 右侧肾区叩击痛（+)
E. 尿蛋白（+)，白细胞20～30个/HP，白细胞管型0～2个/低倍"
D,D,analysis,55,reasoning,0.84,0.17943462577887082,-47.97999999999996,,0,A4,H037,A3/A4,4.234375,0.03125,4.0,3.0,3.75,5.0,5.0,3.25,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6875,4.25,4.958333333333333,4.529166666666667,0.04166666666666652,4,50,,P,37,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,,35,Human,泌尿系统（含男性生殖系统)-尿路感染-急性肾盂肾炎的诊断,Infection,"(3) 为明确诊断还需要做的最主要检查是
A. 血β₂微球蛋白
B. 尿β₂微球蛋白
C. 血BUN
D. 尿细菌培养
E. 血肌酐"
D,D,analysis,59,reasoning,0.86,0.41846691155719484,121.22000000000003,,1,A3,H038,A3/A4,4.21875,0.08068715304598785,4.0,3.0,4.0,5.0,4.5,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.25,3.75,4.0,5.0,4.6875,3.7291666666666665,4.083333333333333,5.0,4.5,0.08923543557893891,4,50,,P,38,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,4.75,5.0,5.0,0,0,,38,Human,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-尿路上皮肿瘤-肾盂、输尿管癌的诊断与鉴别诊断,Tumors,"(1) 该患者静脉尿路造影最有诊断价值的X线表现是
A. 右肾不显影
B. 右肾积水
C. 右肾萎缩
D. 右肾盂充盈缺损
E. 右肾盏破坏"
B,B,analysis,50,reasoning,0.88,0.40650586261901256,121.22000000000003,,0,A3,H039,A3/A4,4.21875,0.08068715304598785,4.0,3.0,4.0,5.0,4.5,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.25,3.75,4.0,5.0,4.6875,3.7291666666666665,4.083333333333333,5.0,4.5,0.08923543557893891,4,50,,P,39,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,4.75,5.0,5.0,0,0,,38,Human,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-尿路上皮肿瘤-肾盂、输尿管癌的诊断与鉴别诊断,Tumors,"(2) 假如明确诊断后首选的治疗方法是
A. 右肾切除术
B. 右肾、输尿管全切除
C. 化疗
D. 放疗
E. 免疫治疗"
A,A,comprehension,25,knowledge,0.62,0.17527008689812368,121.22000000000003,,0,B,H040,B,4.234375,0.03125,4.0,3.0,4.0,5.0,5.0,3.25,4.75,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,4.958333333333333,4.6875,3.75,4.25,4.958333333333333,4.520833333333333,0.05506729889333039,4,50,,P,40,4.928571428571429,0.1428571428571428,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0,0,,40,Human,泌尿系统(含男性生殖系统)-泌尿系统结核-肾结核的治疗,Tuberculosis,(1) 单侧肾结核，上肾盏虫蚀样改变，首选治疗方案是
E,E,comprehension,32,knowledge,0.7,0.5179370463533134,121.22000000000003,,0,B,H041,B,4.234375,0.03125,4.0,3.0,4.0,5.0,5.0,3.25,4.75,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,4.958333333333333,4.6875,3.75,4.25,4.958333333333333,4.520833333333333,0.05506729889333039,4,50,,P,41,4.928571428571429,0.1428571428571428,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0,0,,40,Human,泌尿系统(含男性生殖系统)-泌尿系统结核-肾结核的治疗,Tuberculosis,(2) 单侧肾结核无功能，对侧肾重度积水合并尿毒症，首选治疗方案是
D,D,comprehension,27,knowledge,0.74,0.4319571674761451,121.22000000000003,,0,B,H042,B,4.234375,0.03125,4.0,3.0,4.0,5.0,5.0,3.25,4.75,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,4.958333333333333,4.6875,3.75,4.25,4.958333333333333,4.520833333333333,0.05506729889333039,4,50,,P,42,4.928571428571429,0.1428571428571428,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0,0,,40,Human,泌尿系统(含男性生殖系统)-泌尿系统结核-肾结核的治疗,Tuberculosis,(3) 单侧肾结核无功能，对侧肾功能正常，首选治疗方案是
ABCE,ABCE,analysis,101,reasoning,0.6,0.28558900167846324,36.62000000000003,,0,X,H043,X,4.046875,0.03125,4.0,3.0,4.0,5.0,5.0,2.0,4.75,4.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,4.6875,3.083333333333333,4.0,4.916666666666666,4.3374999999999995,0.02097176232019645,4,50,,P,43,4.928571428571429,0.08247860988423247,5.0,5.0,5.0,5.0,4.75,5.0,4.75,0,0,,43,Human,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-阴茎癌,Tumors,"关于阴茎癌，下列说法正确的有
A. 与包茎、包皮过长及HPV感染相关
B. 最常见的病理类型是鳞状细胞癌
C. 早期表现为乳头状或溃疡型病变
D. 腹股沟淋巴结肿大一定是肿瘤转移
E. 治疗以手术为主，根据分期决定切除范围"
ABDE,ABDE,analysis,103,reasoning,0.1,-0.30636507271078367,121.22000000000003,,0,X,H044,X,4.078125,0.07864410870073697,4.0,3.0,4.0,5.0,5.0,2.0,4.75,4.0,5.0,5.0,5.0,4.25,5.0,2.25,4.0,3.0,5.0,4.75,3.208333333333333,4.0,4.916666666666666,4.375,0.06309898162000324,4,50,,P,44,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,,44,Human,泌尿、男性生殖系统结核-泌尿系统结核的临床表现,Obstruction,"关于泌尿系结核的临床表现，下列说法正确的有
A. 最常见的早期症状是尿频、尿急、尿痛
B. 血尿多为终末血尿
C. 全身症状如低热、盗汗、乏力等常不明显
D. 可伴有腰部钝痛或绞痛
E. 晚期可出现对侧肾积水、膀胱挛缩等并发症"
ACE,ACE,analysis,133,reasoning,0.12,0.19561561057327914,-132.57999999999996,,1,X,H045,X,4.1875,0.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.25,5.0,3.0,3.75,3.0,5.0,4.75,3.7291666666666665,3.9166666666666665,4.958333333333333,4.470833333333333,0.015957118462605578,4,50,,P,45,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,,45,Human,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-尿路上皮肿瘤-膀胱肿瘤的治疗,Tumors,"关于膀胱癌下列说法正确的有
A. T2以上的膀胱癌都称为肌层浸润性膀胱癌
B. T2期的患者首选经尿道膀胱肿瘤电切术(TURBt)
C. T3期患者首选根治性膀胱全切除术
D. Ta期患者首选化疗药物或卡介苗(BCG)膀胱灌注治疗
E. 输尿管口附近或合并憩室的肿瘤应当用膀胱部分切除术"
ABCD,ABCD,analysis,100,reasoning,0.14,0.2388510959685064,-6.694999999999993,,1,X,H046,X,4.0625,0.05103103630798288,3.75,3.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.25,5.0,2.0,4.0,3.0,5.0,4.6875,3.145833333333333,4.0,4.958333333333333,4.3583333333333325,0.044095855184409685,4,50,,P,46,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,,46,Human,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-前列腺癌的诊断,Tumors,"男，75岁。排尿困难3年，加重2周。直肠指检发现前列腺结节，质地硬。血清PSA 30ng/ml，患者下一步应进行下列哪些检查
A. 前列腺MRI
B. 泌尿系B超
C. 放射性核素骨显像
D. X线胸片
E. 膀胱尿道造影"
BDE,BDE,analysis,49,reasoning,0.48,0.31866123464084806,121.22000000000003,,0,X,H047,X,3.953125,0.03125,4.0,3.0,3.0,5.0,5.0,2.25,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0,4.75,2.6666666666666665,4.0,5.0,4.283333333333333,0.03333333333333366,4,50,,P,47,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,,47,Human,泌尿系统(含男性生殖系统)-尿路结石-上尿路结石的治疗,Stones,"下列哪些是肾结石行体外冲击波碎石的禁忌
A. 高血压
B. 输尿管狭窄
C. 糖尿病
D. 肾动脉瘤
E. 肾位置过高"
B,B,analysis,48,reasoning,0.68,0.026721345890878424,121.22000000000003,,0,X,H048,X,3.921875,0.03125,3.75,3.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.25,3.75,3.0,4.958333333333333,4.6875,2.645833333333333,3.9166666666666665,5.0,4.241666666666666,0.03191423692521123,4,50,,P,48,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,0,,48,Human,泌尿系统(含男性生殖系统)-肾功能不全-慢性肾脏病的治疗,Infection,"下列选项哪些是常规血液透析的禁忌症
A. 肺部感染
B. 新发脑出血
C. 急性左心衰竭
D. 糖尿病
E. 高血压"
BD,BD,analysis,53,reasoning,0.3,0.1476660471902201,121.22000000000003,,1,X,H049,X,3.921875,0.03125,4.0,3.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,3.75,3.0,5.0,4.75,2.583333333333333,3.9166666666666665,5.0,4.25,0.033333333333333215,4,50,,P,49,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,,49,Human,泌尿系统外伤-前尿道外伤的治疗,Trauma,"对于尿道断裂的患者，不可进行的操作有
A. 应用云南白药止血
B. 逆行尿道造影
C. 膀胱造瘘
D. 导尿
E. 应用抗生素"
BD,BD,analysis,85,reasoning,0.08,0.09457695434312366,121.22000000000003,,1,X,H050,X,3.921875,0.03125,3.75,3.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0,4.6875,2.583333333333333,4.0,5.0,4.254166666666666,0.02499999999999991,4,50,,P,50,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,,50,Human,泌尿系统外伤-男性生殖系统感染-慢性细菌性前列腺炎的诊断,Infection,"老年男性前列腺液检查结果满足以下哪几项条件后即可明确诊断慢性前列腺炎
A. 红细胞>5个/高倍视野
B. 白细胞>10个/高倍视野
C. 细菌培养阳性
D. 卵磷脂小体减少
E. PH大于8"
D,D,recall,79,knowledge,0.62,0.3521328437180261,121.22000000000003,56.0,1,A1,M001,A1,3.90625,0.0625,4.0,3.0,4.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,3.75,3.75,5.0,4.75,2.5,4.166666666666666,4.777777777777778,4.238888888888889,0.06666666666666687,4,50,28.0,M,1,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.8805636167526245,0,MAS,尿液检查-血尿,Infection,"对于突发全程肉眼血尿、无尿路刺激征的患者，为鉴别血尿来源，首选的检查是
A. 膀胱镜检查
B. 清洁中段尿培养
C. 静脉肾盂造影
D. 尿相差显微镜检查
E. 同位素肾动脉扫描"
C,C,recall,51,knowledge,0.94,-0.04058216560308697,121.22000000000003,51.0,0,A1,M002,A1,3.640625,0.05983919423477113,4.0,3.0,3.0,5.0,3.5,1.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,1.25,3.75,3.75,5.0,4.5,2.0625,3.6666666666666665,4.777777777777778,4.001388888888888,0.05989960736902175,4,50,25.0,M,2,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.8502716422080994,177,MAS,泌尿、男性生殖系统肿瘤-尿路上皮肿瘤（膀胱肿瘤，肾盂、输尿管癌）,Tumors,"膀胱肿瘤最常见的首发症状是
A. 尿频、尿急、尿痛
B. 下腹部疼痛
C. 无痛性肉眼血尿
D. 排尿困难
E. 腰部疼痛"
C,C,application,116,application,0.88,0.16154655064508777,121.22000000000003,43.0,1,A2,M003,A2,4.15625,0.03608439182435161,3.75,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.6875,3.6666666666666665,4.25,4.777777777777778,4.476388888888889,0.03435921354681404,4,50,12.0,M,3,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.8665800094604492,85,MAS,泌尿、男性生殖系统结核-泌尿系统结核,Tumors,"男，60岁。因反复尿频、尿急、排尿不适半年，加重伴终末血尿1个月就诊。尿常规：白细胞（+），红细胞（++）。静脉尿路造影显示右肾上盏边缘虫蚀样改变。该患者最可能的诊断是
A. 右肾结石
B. 右肾肿瘤
C. 右肾结核
D. 慢性肾盂肾炎
E. 右肾囊肿"
C,C,application,259,application,0.58,0.34006366562421736,-175.89499999999998,38.0,1,A2,M004,A2,4.375,0.05103103630798288,4.0,3.0,3.75,5.0,5.0,3.25,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.75,3.9375,5.0,4.736111111111111,4.684722222222222,0.061425956631933024,4,50,16.0,M,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.6944009065628052,231,MAS,肾功能不全-急性肾损伤（急性肾衰竭）,Trauma,"男，55岁。因“急性心肌梗死”入院，行急诊经皮冠状动脉介入治疗（PCI）后出现心源性休克，予大剂量多巴胺、去甲肾上腺素升压治疗。3天后患者尿量锐减至200ml/d，伴恶心、呕吐。查体：BP 130/80mmHg（靠升压药维持）。实验室检查：血肌酐由入院时78μmol/L升至420μmol/L，尿素氮28mmol/L。尿常规：尿比重1.010，尿蛋白（+），尿沉渣镜检可见颗粒管型及肾小管上皮细胞。该患者急性肾衰竭最常见的病理类型是
A. 急性肾小球肾炎
B. 急进性肾小球肾炎
C. 急性肾小管坏死
D. 急性间质性肾炎
E. 肾小血管炎"
B,B,application,142,application,0.96,-0.023047954142430372,-6.694999999999993,63.0,1,A2,M005,A2,4.3125,0.08838834764831845,3.75,3.0,3.75,5.0,5.0,3.0,4.75,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.75,5.0,4.958333333333333,4.6875,3.8541666666666665,4.916666666666667,4.652777777777778,4.613888888888889,0.10671873729054733,4,50,22.0,M,5,4.892857142857142,0.13677530110804828,5.0,5.0,5.0,4.75,5.0,4.75,4.75,0,0,0.9023388028144836,260,MAS,泌尿系统梗阻-良性前列腺增生,Tumors,"男，68岁。进行性排尿困难5年，夜尿增多。直肠指检前列腺增大，中央沟消失，质地韧，表面光滑。血清PSA 1.8ng/ml。B超示前列腺大小为5.2×4.6×4.5cm，残余尿量40ml。该患者最可能的诊断是
A. 前列腺癌
B. 良性前列腺增生
C. 尿道狭窄
D. 神经源性膀胱功能障碍
E. 膀胱颈挛缩"
D,D,recall,65,knowledge,0.56,-0.027570159804649635,121.22000000000003,45.0,0,A1,M006,A1,3.890625,0.03125,4.0,3.0,3.75,5.0,3.5,2.0,4.75,3.0,5.0,5.0,4.0,4.0,5.0,2.25,4.0,4.0,5.0,4.5,3.083333333333333,3.833333333333333,4.694444444444445,4.222222222222222,0.0235702260395515,4,50,14.0,M,6,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.84344482421875,187,MAS,泌尿、男性生殖系统肿瘤-肾肿瘤（肾癌、肾母细胞瘤、肾血管平滑肌脂肪瘤）,Tumors,"对侧肾功能正常的局限性肾癌（T1期），最适宜的治疗是
A. 根治性肾切除术
B. 肾动脉栓塞术
C. 密切观察随访
D. 肾部分切除术
E. 放射治疗"
A,A,recall,60,knowledge,0.92,0.22964630280336032,121.22000000000003,82.0,0,A1,M007,A1,3.84375,0.03608439182435161,3.75,3.0,4.0,5.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,3.75,5.0,4.6875,2.5,4.25,4.611111111111112,4.209722222222222,0.03435921354681389,4,50,46.0,M,7,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.8393090963363647,235,MAS,泌尿系统外伤-前尿道外伤,Trauma,"骑跨伤后会阴部疼痛、尿道出血、不能排尿，应考虑的诊断是
A. 尿道球部损伤
B. 耻骨骨折
C. 后尿道损伤
D. 睾丸损伤
E. 膀胱破裂"
C,C,application,127,application,0.84,0.2283956359139239,121.22000000000003,69.0,1,A2,M008,A2,4.34375,0.03608439182435161,4.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.75,4.75,5.0,4.75,3.9166666666666665,4.833333333333334,4.777777777777778,4.655555555555555,0.03849001794597492,4,50,28.0,M,8,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.8955363035202026,263,MAS,泌尿、男性生殖系统肿瘤-尿路上皮肿瘤（膀胱肿瘤，肾盂、输尿管癌）,Tumors,"男，50岁。间歇性无痛性全程肉眼血尿3个月，加重伴血块3天。B超检查提示膀胱内有一个1.5cm×2.0cm×1.0cm的新生物，有蒂。目前最常用的治疗方法是
A. 膀胱部分切除术
B. 根治性膀胱全切术
C. 经尿道膀胱肿瘤电切术
D. 膀胱灌注化疗
E. 全身化疗联合放疗"
D,D,application,156,application,0.52,0.5017305150829321,121.22000000000003,58.0,1,A2,M009,A2,4.34375,0.03608439182435161,4.0,3.0,4.0,5.0,4.5,3.25,5.0,3.0,5.0,5.0,5.0,4.25,5.0,4.0,4.75,4.75,5.0,4.75,4.0625,4.666666666666666,4.777777777777778,4.651388888888889,0.04383259399460926,4,50,26.0,M,9,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.7925325036048889,279,MAS,泌尿、男性生殖系统先天性畸形及其他疾病-鞘膜积液,Andrology/Pelvic floor,"男，63岁。发现右侧阴囊内无痛性肿块进行性增大1年，行走时有坠胀感。查体：右侧阴囊肿大，可触及一6cm×5cm×4cm的囊性肿块，表面光滑，无压痛，透光试验阳性，平卧后肿块不缩小。该患者首选的治疗方法是
A. 右侧腹股沟斜疝修补术
B. 右侧睾丸根治性切除术
C. 右侧鞘膜突高位结扎术
D. 右侧睾丸鞘膜翻转术
E. 定期穿刺抽液"
C,C,application,157,application,0.4,0.3042756870618903,-132.57999999999996,28.0,1,A2,M010,A2,4.359375,0.07864410870073697,5.0,3.0,4.0,5.0,4.5,4.0,5.0,3.0,5.0,5.0,5.0,4.25,4.0,5.0,4.0,4.0,4.791666666666666,5.0,4.5625,4.166666666666666,4.777777777777778,4.659722222222222,0.07742977702647975,4,50,5.0,M,10,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,0,0.762656569480896,320,MAS,肾功能不全-慢性肾脏病（慢性肾衰竭）,Other,"男，68岁。因慢性肾功能衰竭（尿毒症期）规律血液透析治疗3年。1天前突发剧烈头痛、呕吐，急诊头颅CT提示右侧基底节区脑出血，出血量约15ml。目前患者神志模糊，血压180/110mmHg。针对其肾脏替代治疗，此时最应避免的方案是
A. 连续性肾脏替代治疗（CRRT）
B. 腹膜透析
C. 常规血液透析
D. 血液滤过
E. 血液灌流"
B,B,application,115,application,0.38,0.21816048230787677,36.62000000000003,33.0,1,A2,M011,A2,4.34375,0.03608439182435161,4.0,3.0,4.0,5.0,5.0,4.0,5.0,3.25,5.0,5.0,5.0,4.25,5.0,4.0,4.0,4.0,5.0,4.75,4.3125,4.333333333333333,4.791666666666666,4.637499999999999,0.02373334373699349,4,50,6.0,M,11,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,0.8699065446853638,76,MAS,尿路感染-慢性肾盂肾炎,Infection,"女，48岁。反复发作尿频、尿急、腰痛10余年，多次尿培养为大肠埃希菌。近1年出现夜尿增多，血压轻度升高。为评估肾脏形态和结构改变，下列检查最具诊断价值的是
A. 肾脏B超
B. 静脉肾盂造影
C. 肾脏CT平扫
D. 放射性核素肾图
E. 膀胱镜检查"
C,C,application,156,application,0.56,0.2998051143092058,121.22000000000003,23.0,1,A2,M012,A2,4.25,0.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,3.25,5.0,5.0,5.0,4.0,5.0,3.0,4.75,4.0,5.0,4.75,3.6666666666666665,4.583333333333334,4.75,4.550000000000001,0.01571348402636725,4,50,8.0,M,12,4.928571428571429,0.08247860988423247,5.0,5.0,5.0,4.75,5.0,5.0,4.75,0,0,0.765566349029541,213,MAS,肾功能不全-慢性肾脏病（慢性肾衰竭）,Other,"女，68岁。慢性肾功能不全病史8年，长期接受保守治疗。近1年来，患者常于夜间睡眠时感到双下肢难以名状的不适感，如蚁走感、酸胀感，需不停活动或下床行走方能缓解，严重影响睡眠。神经系统查体未见明确阳性体征。该患者最可能出现的周围神经病变表现是
A. 对称性肢体远端感觉异常
B. 肌无力
C. 不宁腿综合征
D. 震颤
E. 腱反射亢进"
C,C,application,109,application,0.54,0.07810167390983158,36.62000000000003,44.0,1,A2,M013,A2,4.3125,0.05103103630798288,4.0,3.0,3.75,5.0,5.0,3.0,5.0,3.25,5.0,5.0,5.0,4.0,5.0,3.25,5.0,4.75,5.0,4.75,3.6666666666666665,4.916666666666667,4.791666666666667,4.625,0.04746668747398636,4,50,19.0,M,13,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.8724391460418701,261,MAS,泌尿、男性生殖系统肿瘤-尿路上皮肿瘤（膀胱肿瘤，肾盂、输尿管癌）,Tumors,"男，52岁。反复无痛性肉眼血尿2个月，尿中可见条状血块。膀胱镜检查见右输尿管口喷血，尿脱落细胞学检查发现癌细胞。为明确诊断，首选的影像学检查方法是
A. 肾脏B超
B. 盆腔CT
C. 静脉尿路造影
D. 肾动脉造影
E. 放射性核素肾图"
B,B,application,153,application,0.42,0.3843643625521595,36.62000000000003,64.0,1,A2,M014,A2,4.21875,0.0625,4.0,3.0,3.75,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.75,5.0,4.75,3.8541666666666665,4.25,4.652777777777779,4.501388888888889,0.06579288490181649,4,50,35.0,M,14,4.892857142857142,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.25,0,0,0.8867307901382446,300,MAS,泌尿系统外伤-膀胱外伤,Trauma,"男，30岁。不慎摔倒后下腹剧痛，无法自主排尿1小时。伤前曾大量饮用啤酒。查体：T36.5℃，P100次/分，BP120/80mmHg，下腹部压痛、反跳痛阳性，腹肌轻度紧张。膀胱区无明显膨隆，尿道口无血迹。为明确诊断，首选的检查是
A. 腹部CT平扫
B. 导尿试验
C. 诊断性腹腔穿刺
D. 腹部立位X线平片
E. 尿道造影"
E,E,application,166,application,0.64,0.24302839409796242,36.62000000000003,34.0,1,A2,M015,A2,3.828125,0.05983919423477113,4.0,3.0,3.75,5.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,3.75,3.75,5.0,4.4375,2.770833333333333,4.166666666666666,4.611111111111112,4.197222222222222,0.06735753140545661,4,50,12.0,M,15,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,4.75,5.0,5.0,0,0,0.8207464814186096,126,MAS,泌尿、男性生殖系统肿瘤-尿路上皮肿瘤（膀胱肿瘤，肾盂、输尿管癌）,Tumors,"男，68岁。因“间歇性无痛性肉眼血尿3个月”入院。膀胱镜检见左侧输尿管口喷血，膀胱内未见肿瘤。CTU提示左肾盂内可见菜花样肿物，增强后轻度强化，同侧输尿管上段管壁略增厚。右肾功能正常。拟行手术治疗，其标准手术切除范围应包括
A. 左肾及同侧肾上腺
B. 左肾及同侧中上段输尿管
C. 单纯左肾切除
D. 左肾及同侧上段输尿管
E. 左肾及同侧全长输尿管"
