endpoint,scale_points,target_id,rater_id,score
ULM,76,Human_A2_044_1,Expert 1,63.0
ULM,76,Human_A2_044_1,Expert 3,67.0
ULM,76,Human_A2_044_1,Expert 4,65.0
ULM,76,Human_A2_045_1,Expert 1,67.0
ULM,76,Human_A2_045_1,Expert 3,68.0
ULM,76,Human_A2_045_1,Expert 4,66.0
ULM,76,Human_A2_046_1,Expert 1,63.0
ULM,76,Human_A2_046_1,Expert 3,65.0
ULM,76,Human_A2_046_1,Expert 4,68.0
ULM,76,Human_A2_047_1,Expert 1,67.0
ULM,76,Human_A2_047_1,Expert 3,68.0
ULM,76,Human_A2_047_1,Expert 4,66.0
ULM,76,Human_A2_048_1,Expert 1,63.0
ULM,76,Human_A2_048_1,Expert 3,66.0
ULM,76,Human_A2_048_1,Expert 4,70.0
ULM,76,Human_A2_049_1,Expert 1,67.0
ULM,76,Human_A2_049_1,Expert 3,68.0
ULM,76,Human_A2_049_1,Expert 4,64.0
ULM,76,Human_A2_050_1,Expert 1,63.0
ULM,76,Human_A2_050_1,Expert 3,68.0
ULM,76,Human_A2_050_1,Expert 4,67.0
ULM,76,Human_A3/A4_001_1,Expert 1,68.0
ULM,76,Human_A3/A4_001_1,Expert 3,70.0
ULM,76,Human_A3/A4_001_1,Expert 4,66.0
ULM,76,Human_A3/A4_002_1,Expert 1,68.0
ULM,76,Human_A3/A4_002_1,Expert 3,70.0
ULM,76,Human_A3/A4_002_1,Expert 4,68.0
ULM,76,Human_A3/A4_003_1,Expert 1,68.0
ULM,76,Human_A3/A4_003_1,Expert 3,72.0
ULM,76,Human_A3/A4_003_1,Expert 4,68.0
ULM,76,Human_A3/A4_004_1,Expert 1,68.0
ULM,76,Human_A3/A4_004_1,Expert 3,62.0
ULM,76,Human_A3/A4_004_1,Expert 4,67.0
ULM,76,Human_A3/A4_005_1,Expert 1,68.0
ULM,76,Human_A3/A4_005_1,Expert 3,72.0
ULM,76,Human_A3/A4_005_1,Expert 4,65.0
ULM,76,Human_A3/A4_006_1,Expert 1,68.0
ULM,76,Human_A3/A4_006_1,Expert 3,70.0
ULM,76,Human_A3/A4_006_1,Expert 4,65.0
ULM,76,Human_A3/A4_007_1,Expert 1,68.0
ULM,76,Human_A3/A4_007_1,Expert 3,72.0
ULM,76,Human_A3/A4_007_1,Expert 4,65.0
ULM,76,Human_A3/A4_008_1,Expert 1,67.0
ULM,76,Human_A3/A4_008_1,Expert 3,72.0
ULM,76,Human_A3/A4_008_1,Expert 4,64.0
ULM,76,Human_A3/A4_009_1,Expert 1,68.0
ULM,76,Human_A3/A4_009_1,Expert 3,72.0
ULM,76,Human_A3/A4_009_1,Expert 4,64.0
ULM,76,Human_A3/A4_010_1,Expert 1,68.0
ULM,76,Human_A3/A4_010_1,Expert 3,70.0
ULM,76,Human_A3/A4_010_1,Expert 4,65.0
ULM,76,Human_A3/A4_011_1,Expert 1,68.0
ULM,76,Human_A3/A4_011_1,Expert 3,70.0
ULM,76,Human_A3/A4_011_1,Expert 4,68.0
ULM,76,Human_A3/A4_012_1,Expert 1,69.0
ULM,76,Human_A3/A4_012_1,Expert 3,70.0
ULM,76,Human_A3/A4_012_1,Expert 4,69.0
ULM,76,Human_A3/A4_013_1,Expert 1,68.0
ULM,76,Human_A3/A4_013_1,Expert 3,72.0
ULM,76,Human_A3/A4_013_1,Expert 4,68.0
ULM,76,Human_A3/A4_014_1,Expert 1,68.0
ULM,76,Human_A3/A4_014_1,Expert 3,72.0
ULM,76,Human_A3/A4_014_1,Expert 4,68.0
ULM,76,Human_A3/A4_033_1,Expert 1,68.0
ULM,76,Human_A3/A4_033_1,Expert 3,68.0
ULM,76,Human_A3/A4_033_1,Expert 4,68.0
ULM,76,Human_A3/A4_034_1,Expert 1,68.0
ULM,76,Human_A3/A4_034_1,Expert 3,68.0
ULM,76,Human_A3/A4_034_1,Expert 4,68.0
ULM,76,Human_A3/A4_035_1,Expert 1,69.0
ULM,76,Human_A3/A4_035_1,Expert 3,68.0
ULM,76,Human_A3/A4_035_1,Expert 4,68.0
ULM,76,Human_A3/A4_036_1,Expert 1,68.0
ULM,76,Human_A3/A4_036_1,Expert 3,68.0
ULM,76,Human_A3/A4_036_1,Expert 4,67.0
ULM,76,Human_B_007_1,Expert 1,65.0
ULM,76,Human_B_007_1,Expert 3,70.0
ULM,76,Human_B_007_1,Expert 4,65.0
ULM,76,Human_B_008_1,Expert 1,65.0
ULM,76,Human_B_008_1,Expert 3,72.0
ULM,76,Human_B_008_1,Expert 4,65.0
ULM,76,Human_B_009_1,Expert 1,65.0
ULM,76,Human_B_009_1,Expert 3,72.0
ULM,76,Human_B_009_1,Expert 4,66.0
ULM,76,Human_B_010_1,Expert 1,65.0
ULM,76,Human_B_010_1,Expert 3,66.0
ULM,76,Human_B_010_1,Expert 4,62.0
ULM,76,Human_B_011_1,Expert 1,65.0
ULM,76,Human_B_011_1,Expert 3,66.0
ULM,76,Human_B_011_1,Expert 4,62.0
ULM,76,Human_B_012_1,Expert 1,65.0
ULM,76,Human_B_012_1,Expert 3,66.0
ULM,76,Human_B_012_1,Expert 4,62.0
ULM,76,Human_X_002_1,Expert 1,65.0
ULM,76,Human_X_002_1,Expert 3,70.0
ULM,76,Human_X_002_1,Expert 4,66.0
ULM,76,Human_X_003_1,Expert 1,65.0
ULM,76,Human_X_003_1,Expert 3,73.0
ULM,76,Human_X_003_1,Expert 4,65.0
ULM,76,Human_X_004_1,Expert 1,67.0
ULM,76,Human_X_004_1,Expert 3,72.0
ULM,76,Human_X_004_1,Expert 4,65.0
ULM,76,Human_X_005_1,Expert 1,63.0
ULM,76,Human_X_005_1,Expert 3,68.0
ULM,76,Human_X_005_1,Expert 4,67.0
ULM,76,Human_X_006_1,Expert 1,59.0
ULM,76,Human_X_006_1,Expert 3,64.0
ULM,76,Human_X_006_1,Expert 4,63.0
ULM,76,Human_X_007_1,Expert 1,63.0
ULM,76,Human_X_007_1,Expert 3,70.0
ULM,76,Human_X_007_1,Expert 4,61.0
ULM,76,Human_X_008_1,Expert 1,62.0
ULM,76,Human_X_008_1,Expert 3,63.0
ULM,76,Human_X_008_1,Expert 4,62.0
ULM,76,Human_X_012_1,Expert 1,66.0
ULM,76,Human_X_012_1,Expert 3,70.0
ULM,76,Human_X_012_1,Expert 4,61.0
ULM,76,Human_X_020_1,Expert 1,65.0
ULM,76,Human_X_020_1,Expert 3,66.0
ULM,76,Human_X_020_1,Expert 4,63.0
ULM,76,Human_X_021_1,Expert 1,65.0
ULM,76,Human_X_021_1,Expert 3,66.0
ULM,76,Human_X_021_1,Expert 4,62.0
ULM,76,Human_X_022_1,Expert 1,67.0
ULM,76,Human_X_022_1,Expert 3,66.0
ULM,76,Human_X_022_1,Expert 4,65.0
ULM,76,MAS_A1_001_1,Expert 1,63.0
ULM,76,MAS_A1_001_1,Expert 3,70.0
ULM,76,MAS_A1_001_1,Expert 4,62.0
ULM,76,MAS_A1_002_1,Expert 1,57.0
ULM,76,MAS_A1_002_1,Expert 3,70.0
ULM,76,MAS_A1_002_1,Expert 4,57.0
ULM,76,MAS_A1_006_1,Expert 1,62.0
ULM,76,MAS_A1_006_1,Expert 3,73.0
ULM,76,MAS_A1_006_1,Expert 4,63.0
ULM,76,MAS_A1_007_1,Expert 1,60.0
ULM,76,MAS_A1_007_1,Expert 3,70.0
ULM,76,MAS_A1_007_1,Expert 4,63.0
ULM,76,MAS_A1_008_1,Expert 1,60.0
ULM,76,MAS_A1_008_1,Expert 3,70.0
ULM,76,MAS_A1_008_1,Expert 4,58.0
ULM,76,MAS_A1_009_1,Expert 1,61.0
ULM,76,MAS_A1_009_1,Expert 3,70.0
ULM,76,MAS_A1_009_1,Expert 4,58.0
ULM,76,MAS_A1_010_1,Expert 1,61.0
ULM,76,MAS_A1_010_1,Expert 3,70.0
ULM,76,MAS_A1_010_1,Expert 4,58.0
ULM,76,MAS_A1_011_1,Expert 1,58.0
ULM,76,MAS_A1_011_1,Expert 3,70.0
ULM,76,MAS_A1_011_1,Expert 4,59.0
ULM,76,MAS_A1_012_1,Expert 1,62.0
ULM,76,MAS_A1_012_1,Expert 3,70.0
ULM,76,MAS_A1_012_1,Expert 4,62.0
ULM,76,MAS_A1_013_1,Expert 1,62.0
ULM,76,MAS_A1_013_1,Expert 3,70.0
ULM,76,MAS_A1_013_1,Expert 4,61.0
ULM,76,MAS_A2_003_1,Expert 1,67.0
ULM,76,MAS_A2_003_1,Expert 3,72.0
ULM,76,MAS_A2_003_1,Expert 4,66.0
ULM,76,MAS_A2_004_1,Expert 1,67.0
ULM,76,MAS_A2_004_1,Expert 3,70.0
ULM,76,MAS_A2_004_1,Expert 4,69.0
ULM,76,MAS_A2_005_1,Expert 1,70.0
ULM,76,MAS_A2_005_1,Expert 3,73.0
ULM,76,MAS_A2_005_1,Expert 4,69.0
ULM,76,MAS_A2_008_1,Expert 1,68.0
ULM,76,MAS_A2_008_1,Expert 3,72.0
ULM,76,MAS_A2_008_1,Expert 4,69.0
ULM,76,MAS_A2_009_1,Expert 1,69.0
ULM,76,MAS_A2_009_1,Expert 3,72.0
ULM,76,MAS_A2_009_1,Expert 4,70.0
ULM,76,MAS_A2_010_1,Expert 1,67.0
ULM,76,MAS_A2_010_1,Expert 3,71.0
ULM,76,MAS_A2_010_1,Expert 4,69.0
ULM,76,MAS_A2_011_1,Expert 1,69.0
ULM,76,MAS_A2_011_1,Expert 3,72.0
ULM,76,MAS_A2_011_1,Expert 4,69.0
ULM,76,MAS_A2_012_1,Expert 1,66.0
ULM,76,MAS_A2_012_1,Expert 3,70.0
ULM,76,MAS_A2_012_1,Expert 4,68.0
ULM,76,MAS_A2_013_1,Expert 1,68.0
ULM,76,MAS_A2_013_1,Expert 3,72.0
ULM,76,MAS_A2_013_1,Expert 4,68.0
ULM,76,MAS_A2_014_1,Expert 1,68.0
ULM,76,MAS_A2_014_1,Expert 3,70.0
ULM,76,MAS_A2_014_1,Expert 4,68.0
ULM,76,MAS_A2_015_1,Expert 1,62.0
ULM,76,MAS_A2_015_1,Expert 3,72.0
ULM,76,MAS_A2_015_1,Expert 4,62.0
ULM,76,MAS_A2_016_1,Expert 1,62.0
ULM,76,MAS_A2_016_1,Expert 3,72.0
ULM,76,MAS_A2_016_1,Expert 4,63.0
ULM,76,MAS_A2_018_1,Expert 1,64.0
ULM,76,MAS_A2_018_1,Expert 3,70.0
ULM,76,MAS_A2_018_1,Expert 4,60.0
ULM,76,MAS_A2_019_1,Expert 1,61.0
ULM,76,MAS_A2_019_1,Expert 3,67.0
ULM,76,MAS_A2_019_1,Expert 4,59.0
ULM,76,MAS_A2_020_1,Expert 1,66.0
ULM,76,MAS_A2_020_1,Expert 3,70.0
ULM,76,MAS_A2_020_1,Expert 4,60.0
ULM,76,MAS_A2_021_1,Expert 1,66.0
ULM,76,MAS_A2_021_1,Expert 3,70.0
ULM,76,MAS_A2_021_1,Expert 4,61.0
ULM,76,MAS_A2_022_1,Expert 1,68.0
ULM,76,MAS_A2_022_1,Expert 3,72.0
ULM,76,MAS_A2_022_1,Expert 4,62.0
ULM,76,MAS_A2_023_1,Expert 1,65.0
ULM,76,MAS_A2_023_1,Expert 3,72.0
ULM,76,MAS_A2_023_1,Expert 4,60.0
ULM,76,MAS_A2_024_1,Expert 1,66.0
ULM,76,MAS_A2_024_1,Expert 3,72.0
ULM,76,MAS_A2_024_1,Expert 4,62.0
ULM,76,MAS_A2_025_1,Expert 1,67.0
ULM,76,MAS_A2_025_1,Expert 3,72.0
ULM,76,MAS_A2_025_1,Expert 4,67.0
ULM,76,MAS_A2_039_1,Expert 1,60.0
ULM,76,MAS_A2_039_1,Expert 3,72.0
ULM,76,MAS_A2_039_1,Expert 4,60.0
ULM,76,MAS_A2_040_1,Expert 1,62.0
ULM,76,MAS_A2_040_1,Expert 3,70.0
ULM,76,MAS_A2_040_1,Expert 4,62.0
ULM,76,MAS_A2_041_1,Expert 1,64.0
ULM,76,MAS_A2_041_1,Expert 3,70.0
ULM,76,MAS_A2_041_1,Expert 4,64.0
ULM,76,MAS_A2_042_1,Expert 1,69.0
ULM,76,MAS_A2_042_1,Expert 3,72.0
ULM,76,MAS_A2_042_1,Expert 4,69.0
ULM,76,MAS_A2_043_1,Expert 1,63.0
ULM,76,MAS_A2_043_1,Expert 3,72.0
ULM,76,MAS_A2_043_1,Expert 4,63.0
ULM,76,MAS_A3/A4_015_1,Expert 1,64.0
ULM,76,MAS_A3/A4_015_1,Expert 3,70.0
ULM,76,MAS_A3/A4_015_1,Expert 4,62.0
ULM,76,MAS_A3/A4_016_1,Expert 1,64.0
ULM,76,MAS_A3/A4_016_1,Expert 3,70.0
ULM,76,MAS_A3/A4_016_1,Expert 4,62.0
ULM,76,MAS_A3/A4_017_1,Expert 1,65.0
ULM,76,MAS_A3/A4_017_1,Expert 3,70.0
ULM,76,MAS_A3/A4_017_1,Expert 4,63.0
ULM,76,MAS_A3/A4_018_1,Expert 1,65.0
ULM,76,MAS_A3/A4_018_1,Expert 3,70.0
ULM,76,MAS_A3/A4_018_1,Expert 4,63.0
ULM,76,MAS_A3/A4_019_1,Expert 1,68.0
ULM,76,MAS_A3/A4_019_1,Expert 3,72.0
ULM,76,MAS_A3/A4_019_1,Expert 4,67.0
ULM,76,MAS_A3/A4_020_1,Expert 1,68.0
ULM,76,MAS_A3/A4_020_1,Expert 3,72.0
ULM,76,MAS_A3/A4_020_1,Expert 4,67.0
ULM,76,MAS_A3/A4_021_1,Expert 1,67.0
ULM,76,MAS_A3/A4_021_1,Expert 3,66.0
ULM,76,MAS_A3/A4_021_1,Expert 4,65.0
ULM,76,MAS_A3/A4_022_1,Expert 1,67.0
ULM,76,MAS_A3/A4_022_1,Expert 3,70.0
ULM,76,MAS_A3/A4_022_1,Expert 4,66.0
ULM,76,MAS_A3/A4_023_1,Expert 1,67.0
ULM,76,MAS_A3/A4_023_1,Expert 3,72.0
ULM,76,MAS_A3/A4_023_1,Expert 4,66.0
ULM,76,MAS_A3/A4_024_1,Expert 1,68.0
ULM,76,MAS_A3/A4_024_1,Expert 3,72.0
ULM,76,MAS_A3/A4_024_1,Expert 4,68.0
ULM,76,MAS_A3/A4_025_1,Expert 1,68.0
ULM,76,MAS_A3/A4_025_1,Expert 3,72.0
ULM,76,MAS_A3/A4_025_1,Expert 4,68.0
ULM,76,MAS_A3/A4_026_1,Expert 1,68.0
ULM,76,MAS_A3/A4_026_1,Expert 3,70.0
ULM,76,MAS_A3/A4_026_1,Expert 4,68.0
ULM,76,MAS_A3/A4_027_1,Expert 1,69.0
ULM,76,MAS_A3/A4_027_1,Expert 3,72.0
ULM,76,MAS_A3/A4_027_1,Expert 4,68.0
ULM,76,MAS_A3/A4_028_1,Expert 1,69.0
ULM,76,MAS_A3/A4_028_1,Expert 3,72.0
ULM,76,MAS_A3/A4_028_1,Expert 4,68.0
ULM,76,MAS_A3/A4_029_1,Expert 1,68.0
ULM,76,MAS_A3/A4_029_1,Expert 3,72.0
ULM,76,MAS_A3/A4_029_1,Expert 4,68.0
ULM,76,MAS_A3/A4_030_1,Expert 1,64.0
ULM,76,MAS_A3/A4_030_1,Expert 3,70.0
ULM,76,MAS_A3/A4_030_1,Expert 4,64.0
ULM,76,MAS_A3/A4_031_1,Expert 1,64.0
ULM,76,MAS_A3/A4_031_1,Expert 3,70.0
ULM,76,MAS_A3/A4_031_1,Expert 4,64.0
ULM,76,MAS_A3/A4_032_1,Expert 1,64.0
ULM,76,MAS_A3/A4_032_1,Expert 3,70.0
ULM,76,MAS_A3/A4_032_1,Expert 4,64.0
ULM,76,MAS_B_001_1,Expert 1,67.0
ULM,76,MAS_B_001_1,Expert 3,72.0
ULM,76,MAS_B_001_1,Expert 4,66.0
ULM,76,MAS_B_002_1,Expert 1,67.0
ULM,76,MAS_B_002_1,Expert 3,72.0
ULM,76,MAS_B_002_1,Expert 4,66.0
ULM,76,MAS_B_003_1,Expert 1,67.0
ULM,76,MAS_B_003_1,Expert 3,70.0
ULM,76,MAS_B_003_1,Expert 4,63.0
ULM,76,MAS_B_004_1,Expert 1,63.0
ULM,76,MAS_B_004_1,Expert 3,72.0
ULM,76,MAS_B_004_1,Expert 4,67.0
ULM,76,MAS_B_005_1,Expert 1,63.0
ULM,76,MAS_B_005_1,Expert 3,72.0
ULM,76,MAS_B_005_1,Expert 4,67.0
ULM,76,MAS_B_006_1,Expert 1,62.0
ULM,76,MAS_B_006_1,Expert 3,72.0
ULM,76,MAS_B_006_1,Expert 4,67.0
ULM,76,MAS_X_001_1,Expert 1,60.0
ULM,76,MAS_X_001_1,Expert 3,70.0
ULM,76,MAS_X_001_1,Expert 4,60.0
ULM,76,MAS_X_009_1,Expert 1,61.0
ULM,76,MAS_X_009_1,Expert 3,70.0
ULM,76,MAS_X_009_1,Expert 4,61.0
ULM,76,MAS_X_010_1,Expert 1,62.0
ULM,76,MAS_X_010_1,Expert 3,70.0
ULM,76,MAS_X_010_1,Expert 4,61.0
ULM,76,MAS_X_011_1,Expert 1,62.0
ULM,76,MAS_X_011_1,Expert 3,72.0
ULM,76,MAS_X_011_1,Expert 4,61.0
ULM,76,MAS_X_013_1,Expert 1,62.0
ULM,76,MAS_X_013_1,Expert 3,72.0
ULM,76,MAS_X_013_1,Expert 4,61.0
ULM,76,MAS_X_014_1,Expert 1,61.0
ULM,76,MAS_X_014_1,Expert 3,70.0
ULM,76,MAS_X_014_1,Expert 4,62.0
ULM,76,MAS_X_015_1,Expert 1,63.0
ULM,76,MAS_X_015_1,Expert 3,70.0
ULM,76,MAS_X_015_1,Expert 4,64.0
ULM,76,MAS_X_016_1,Expert 1,71.0
ULM,76,MAS_X_016_1,Expert 3,70.0
ULM,76,MAS_X_016_1,Expert 4,70.0
ULM,76,MAS_X_017_1,Expert 1,71.0
ULM,76,MAS_X_017_1,Expert 3,70.0
ULM,76,MAS_X_017_1,Expert 4,70.0
ULM,76,MAS_X_018_1,Expert 1,61.0
ULM,76,MAS_X_018_1,Expert 3,72.0
ULM,76,MAS_X_018_1,Expert 4,58.0
ULM,76,MAS_X_019_1,Expert 1,65.0
ULM,76,MAS_X_019_1,Expert 3,70.0
ULM,76,MAS_X_019_1,Expert 4,64.0
